Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitude,Longtitute
Öl Köping35  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:14), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85464862,16.65
Öl Köping36  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:13), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85469715,16.65
Öl Köping37  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:13(18)), deponerad i vapenhuset.",6306080.156,,,V,,,sten,rödbrun kalksten,fragment av runsten,56.85474565,16.65
Öl Köping38  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:15), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85479413,16.65
Öl Köping39  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:16), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85484258,16.65
Öl Köping40  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:17), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85489101,16.65
Öl Köping41  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:18), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.8549394,16.65
Öl Köping42  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:19), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,2 fragment av runsten,56.85498777,16.65
Öl Köping43  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:20), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85503612,16.65
Öl Köping44  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:21), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85508443,16.65
Öl Köping45  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:11), deponerad i vapenhuset.",6306080.156,kortkvist-s,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85513272,16.65
Öl Köping46  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:22), deponerad i tornet.",6306080.156,,,V,,,sten,gråaktig kalksten,fragment av runsten,56.85518099,16.65
Öl Köping47  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:23), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85522922,16.65
Öl Köping48  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (17565:1(4)), deponerad i vapenhuset.",6306080.156,,,V,,,sten,gråbrun kalksten,fragment av runsten,56.85527743,16.65
Öl Köping49  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339C), deponerad i vapenhuset.",6306080.156,kortkvist-s,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85532562,16.65
Öl Köping50  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:24), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85537377,16.65
Öl Köping51  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (17565:5), deponerad i tornet.",6306080.156,kortkvist-R,,V,,,sten,gråröd kalksten,fragment av runsten,56.8554219,16.65
Öl Köping52  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:25), deponerad i tornet.",6306080.156,kortkvist-R,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85547001,16.65
Öl Köping54  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:26, 17565:3), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,runsten,56.85551808,16.65
Öl Köping55  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:27), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85556613,16.65
Öl Köping56  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:28), deponerad i tornet.",6306080.156,,,V,,,sten,,fragment av runsten,56.85561415,16.65
Öl Köping57  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:29), deponerad i vapenhuset.",6306080.156,,,V,,,sten,violettbrun kalksten,runsten,56.85566215,16.65
Öl Köping58  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:30), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85571011,16.65
Öl Köping59  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,I tornet.,6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85575806,16.65
Öl Köping60  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (17565:7), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85580597,16.65
Öl Köping61  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:14), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85585386,16.65
Öl Köping62  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (17656:9(6)), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85590172,16.65
Öl Köping64 † ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:8), deponerad i tornet, försvunnen.",6306080.156,,,V,,,sten,grå och röd kalksten,fragment av runsten,56.85594955,16.65
Öl Köping65 † ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:3), deponerad i tornet, försvunnen.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85599736,16.65
Öl Köping66 † ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:10), deponerad i tornet, försvunnen.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85604514,16.65
Öl Köping68  ,Hässleby,Köpings sn,Slättbo hd,Borgholm,Borgholms stadsmuseum,6308300.156,,,V,,,sten,,runsten,56.87600452,16.65
Öl Köping69  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,SHM (25339:31),6306080.156,kortkvist-s,,V,,,sten,violettbrun kalksten,runsten,56.85614062,16.65
Öl Köping70  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,SHM (25339:32),6306080.156,,,V,,,sten,violettbrun kalksten,fragment av runsten,56.85618832,16.65
Öl Köping71  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,SHM (25339:33),6306080.156,kortkvist-s,,V,,,sten,,fragment av runsten,56.85623599,16.65
Öl Köping72  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,SHM (25339:34),6306080.156,,,V,,,sten,brunviolett kalksten,2 fragment av runsten,56.85628364,16.65
Öl Köping73  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,SHM (25339:35),6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85633126,16.65
Öl Köping74  ,Gröndal,Köpings sn,Slättbo hd,Borgholm,"SHM (17688), ett fragment (även SHM (15535:17)), deponerades i tornet, numera försvunnet.",6306400.156,,,V,,,sten,grå kalksten,3 sammanhörande fragment av runsten,56.85924903,16.65
Öl NOR1987;10 $M ,Källa ödekyrka,Källa sn,Åkerbo hd,Borgholm,sydportalens ö. vägg,6332300.157,,,M,,,puts,kalkputs,putsinskrift,57.09159557,16.65
Öl NOR1997;31 $M ,Gärdslösa kyrka,Gärdslösa sn,Runstens hd,Borgholm,södra korsarmens södra mur,6296674.156,,,M,,,puts,kalkputs,putsinskrift,56.77210736,16.65
Öl NOR2002;37  ,Triberga fornborg,Hulterstads sn,Möckleby hd,Mörbylånga,Kalmar läns museum,6260689.155,,,V,,,sten,grå kalksten,fragment av runsten,56.44937252,16.3833
Öl NOR2003;26 U/V ,Borgholm 8:11,Räpplinge sn,Slättbo hd,Borgholm,Kalmar läns museum (KLM 38032),6303613.155,,,U/V 560/570-775/800 (Imer 2007),,,sten,sandsten,bryne,56.83444141,16.65
Öl SAS1989;43  ,Södra Kvinneby,Stenåsa sn,Möckleby hd,Mörbylånga,SHM (25654),6263500.155,,,V 950-1100 (Imer 2007),,,metall,koppar,amulett,56.47468144,16.3833
Öl SHM1304:1836:64  ,Lenstad,Torslunda sn,Algutsrums hd,Mörbylånga,SHM (1304:1836:64),6276000.155,,,V?,,,sten,kalksten,stenyxa,56.58685486,16.3833
Öl SvK128;288 $ ,Källa ödekyrka,Källa sn,Åkerbo hd,Borgholm,"SHM 29400:V:18, deponerade i sakristian.",6332312.157,,,V,?,,sten,grå kalksten,2 fragment av runsten,57.09199058,16.65
Öl UVÖst2006:42;204 M ,Borgholms slott,Räpplinge sn,Slättbo hd,Borgholm,,6305170.155,,,M 1200-1300-t,,,metall,bly,runbleck,56.84859641,16.65
Ög 1 $ ,Fivelstads kyrka,Fivelstads sn,Aska hd,Motala,I vapenhuset.,6480150.145,,,V,?,,sten,kalksten,fragment av gravhäll,58.41781745,15.19944
Ög 2  ,Orlunda kyrka,Orlunda sn,Aska hd,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll i två delar,58.38879092,11.63866115
Ög 3 † ,Orlunda kyrkogård,Orlunda sn,Aska hd,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll,58.38884108,11.64057145
Ög 4 † ,Orlunda kyrkogård,Orlunda sn,Aska hd,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll,58.38889122,11.64248175
Ög 5 $ ,Orlunda kyrkogård,Orlunda sn,Aska hd,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll,58.38894132,11.64439206
Ög 6 $ ,Orlunda kyrkogård,Orlunda sn,Aska hd,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll,58.3889914,11.64630238
Ög 7  ,Västra Stenby kyrka,Västra Stenby sn,Aska hd,Motala,I vapenhuset.,6484900.146,,,V,?,,sten,kalksten,"gravhäll, lockhäll",58.4607071,15.19944
Ög 8 $ ,"Västra Stenby kyrka, Kälvestenstenen",Västra Stenby sn,Aska hd,Motala,Rest på kyrkogården.,6484926.146,kortkvist,,V,RAK,,sten,granit,runsten,58.46099037,15.19944
Ög 9  ,Vinnerstads kyrka,Vinnerstads sn (nu Motala),Aska hd,Motala,Under kyrkan.,6488392.146,,,V,Pr3,,sten,kalksten,runsten,58.49211655,15.19944
Ög 10 $ ,Lilla Greby,Askeby sn,Bankekinds hd,Linköping,,6476250.15,,,V,RAK,,sten,grå gnejsgranit,runsten,58.38330068,15.62156
Ög 11  ,Vårdsbergs kyrka,Vårdsbergs sn,Bankekinds hd,Linköping,I tornmuren.,6475631.15,,,V,RAK,,sten,,runsten,58.37780051,15.62156
Ög 12  ,Vårdsbergs kyrka,Vårdsbergs sn,Bankekinds hd,Linköping,I kyrkan.,6475645.15,,,V,?,,sten,kalksten,2 fragment av gravhäll,58.37797592,15.62156
Ög 13  ,Konungsunds kyrka,Konungsunds sn,Björkekinds hd,Norrköping,Vid kyrkans huvudingång.,6494284.153,,"A1; B3; C6, C7; D1; 0; F3; 0 & A4; B1; 0; D1; 0; F3; 0",V,Fp,,sten,,runsten,58.54514442,16.19063
Ög 14  ,Konungsunds kyrka,Konungsunds sn,Björkekinds hd,Norrköping,Vid kyrkans huvudingång.,6494286.153,,A1; B1; C10; D1; E9; F3; 0,V,RAK?,,sten,,runsten,58.5452125,16.19063
Ög 15 † ,Svensksund,Konungsunds sn,Björkekinds hd,Norrköping,,6496069.153,,,V,?,,sten,,runsten,58.56124882,16.19063
Ög 16 † ,Kuddby kyrka,Kuddby sn,Björkekinds hd,Norrköping,,6489710.154,,A2; B1; 0; D1; 0; F3; 0,V,RAK,,sten,,runsten,58.5042844,16.19063
Ög 17 † ,Kuddby kyrka,Kuddby sn,Björkekinds hd,Norrköping,,6489710.154,,,V,Pr3,,sten,,runsten,58.50433439,16.19063
Ög 18 $ ,Kuddby kyrktorn,Kuddby sn,Björkekinds hd,Norrköping,Rest på kyrkogården samt ett fragment på tornvinden.,6489714.154,,,V,RAK,,sten,,runsten,58.50442021,16.19063
Ög 19  ,"Kuddby, fattighuströskeln",Kuddby sn,Björkekinds hd,Norrköping,Rest 1942 vid kyrkan.,6489650.154,,?; ?; ?; ?; ?; ?; ?,V,?,,sten,,runsten,58.50389631,16.19063
Ög 20 $ ,Hjärtrum,Kuddby sn,Björkekinds hd,Norrköping,,6487034.154,,A2; B3; C10; D1; 0; F3; G6,V,RAK,,sten,granit,runsten,58.48049083,16.19063
Ög 21 $ ,Ingelstad,Kuddby sn,Björkekinds hd,Norrköping,,6488210.154,,,V,RAK?,,sten,granit,runsten,58.49108486,16.19063
Ög 22  ,Odenstomta,Kuddby sn,Björkekinds hd,Norrköping,,6486658.154,,"A4?; B1; C8; D1; 0; F3; 0 & A2; B2; C6, C7; D1; 0; F3; G4",V,RAK,,sten,,runsten,58.47721916,16.19063
Ög 23 † ,Örminge,Kuddby sn,Björkekinds hd,Norrköping,,6491550.154,,A1; B1; C6; D1; 0; F3; 0,V,Fp,,sten,,runsten,58.52113139,16.19063
Ög 24  ,Örminge,Kuddby sn,Björkekinds hd,Norrköping,,6491611.154,,,V,?,,sten,,runsten,58.52172814,16.19063
Ög 25 † ,Söder Mem,Östra Ny sn,Björkekinds hd,Norrköping,,6487100.155,,,V,?,,sten,,runsten,58.48133145,16.19063
Ög 26 $ ,Öster Skam,Östra Ny sn,Björkekinds hd,Norrköping,,6487164.154,,A1; B2; 0; D1; 0; F3; 0,V,?,,sten,,runsten,58.48195497,16.19063
Ög 27 † ,Öster Skam,Östra Ny sn,Björkekinds hd,Norrköping,,6487000.155,,,V,?,,sten,,runsten,58.48053416,16.19063
Ög 28 † ,Öster Skam,Östra Ny sn,Björkekinds hd,Norrköping,,6487000.155,,,V,Pr3,,sten,,runsten,58.48058379,16.19063
Ög 29  ,Skjorstad,Tåby sn (eg. Furingstads sn),Björkekinds hd,Norrköping,,6489494.153,,,V,Pr3?,,sten,,runsten,58.50299528,16.19063
Ög 30  ,Skjorstad,Tåby sn (eg. Furingstads sn),Björkekinds hd,Norrköping,,6489494.153,,"A1; B1; C10; D1; E7, E9; F3; 0",V,Fp,,sten,,runsten,58.50304489,16.19063
Ög 31 $ ,Å kyrka,Å sn,Björkekinds hd,Norrköping,,6486130.154,,A1; B1?; C9; D1; 0; F3; 0,V,RAK?,,sten,granit,runsten,58.47293176,16.19063
Ög 32 $ ,Å kyrkogård,Å sn,Björkekinds hd,Norrköping,,6486125.154,,,V,Fp,,sten,granit,runsten,58.47293642,16.19063
Ög 33 $ ,Å kyrkogård,Å sn,Björkekinds hd,Norrköping,,6486122.154,,,V,RAK,,sten,granit,runsten,58.47295899,16.19063
Ög 34 $ ,Lundby,Å sn,Björkekinds hd,Norrköping,,6486920.154,,A2; B1; C10; D1; 0; F3; 0,V,RAK,,sten,,runsten,58.48016362,16.19063
Ög 35 $M ,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,"Östergötlands länsmuseum, Linköping (C 4308). Ett fragment förvaras i tornet.",6484317.147,,,M,,,sten,kalksten,gravhäll,58.45687334,15.19944
Ög 36 † ,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,,6484310.147,,,V,?,,sten,,fragment av runsten,58.45685992,15.19944
Ög 36B † ,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,,6484310.147,,,V,,,sten,,gravhäll,58.45690924,15.19944
Ög 37 † ,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,,6484310.147,,,V,?,,sten,,runsten,58.45695854,15.19944
Ög 38  ,Boberg,Fornåsa sn,Bobergs hd,Motala,,6483355.147,kortkvist,,V 900-t,RAK?,,sten,,runsten,58.44844475,15.19944
Ög 39 †M ,Skeppsås kyrka,Skeppsås sn,Bobergs hd,Mjölby,,6481320.147,,,M,,,sten,kalksten,gravhäll,58.43024695,15.56582
Ög 40 †$ ,Vallerstads kyrka,Vallerstads sn,Bobergs hd,Mjölby,,6478007.146,,A2?; B1; 0; D6; 0; F3; 0,V,Pr3?,,sten,,runsten,58.40058954,15.56582
Ög 41 † ,Älvestads kyrka,Älvestads sn,Bobergs hd,Motala,,6480399.147,,,V,Pr3?,,sten,,runsten,58.42208695,15.19944
Ög 42 $ ,Örevad,Älvestads sn,Bobergs hd,Motala,,6480190.147,,"A2; B1; C6, C7; D1; 0; F3; 0",V,RAK,,sten,,runsten,58.42026199,15.19944
Ög 43  ,Ingelstad,Östra Eneby sn (nu Norrköping),Bråbo hd,Norrköping,,6498895.152,kortkvist,,V b 900-t,?,,sten,,berghäll,58.58802977,16.19063
Ög 44 † ,Björnsnäs,Kvillinge sn,Bråbo hd,Norrköping,,6504350.152,,,V,?,,sten,,runsten,58.63699023,16.19063
Ög 45  ,Björnsnäs,Kvillinge sn,Bråbo hd,Norrköping,,6504148.152,,,V,Fp,,sten,,berghäll,58.63522845,16.19063
Ög 46  ,"Ströbo äng, Herrstaberg",Kvillinge sn,Bråbo hd,Norrköping,Vid gamla Stockholmsvägen vid bron över Vilhelmsbergsbäcken.,6501000.152,,"A4?; B1; C4, C10; D6?; ?; F3; 0",V,?,,sten,,runsten,58.6070519,16.19063
Ög 47 $ ,"Ströbo äng, Herrstaberg",Kvillinge sn,Bråbo hd,Norrköping,Vid gamla Stockholmsvägen vid bron över Vilhelmsbergsbäcken.,6501000.152,,,V,RAK,,sten,,runsten,58.6071012,16.19063
Ög 48  ,"Ströbo äng, Herrstaberg",Kvillinge sn,Bråbo hd,Norrköping,Vid gamla Stockholmsvägen vid bron över Vilhelmsbergsbäcken.,6501000.152,,A1; B1; 0; D1; 0; F3; 0,V,?,,sten,,runsten,58.60715046,16.19063
Ög 49 $M ,Rogslösa kyrkogård,Rogslösa sn,Dals hd,Vadstena,Ett återfunnet fragment förvaras i tornkammaren.,6473782.144,,,M,,,sten,grå kalksten,gravhäll,58.36314501,11.73295666
Ög 50 † ,Hässleby,Rogslösa sn,Dals hd,Vadstena,,6473300.144,,,V,?,,sten,,fragment av runsten,58.35887168,11.73526518
Ög 51 $ ,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,,6469778.144,,,V,,,sten,grå kalksten,gravhäll,58.32733856,11.74008741
Ög 52 $ ,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,Nu i vapenhuset och tornet.,6469778.144,,,V,,,sten,kalksten,gravhäll,58.32738718,11.74199459
Ög 53 †$ ,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,,6469778.144,,,V,,,sten,kalksten,gravhäll,58.32743577,11.74390177
Ög 54  ,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,I vapenhuset.,6469778.144,,,V,,,sten,kalksten,fragment av gravhäll,58.32748433,11.74580897
Ög 55  ,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,I vapenhuset.,6469778.144,,,V,,,sten,kalksten,gravhäll,58.32753287,11.74771616
Ög 56  ,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,I vapenhuset.,6469778.144,,,V,,,sten,kalksten,gravhäll,58.32758137,11.74962337
Ög 57 M ,Väversunda kyrka,Väversunda sn,Dals hd,Vadstena,,6469778.144,,,M,,,metall,järn,dörrbeslag,58.32762985,11.75153058
Ög 58 †$ ,Väversunda södergård,Väversunda sn,Dals hd,Vadstena,,6469700.144,,"A4; ?; ?; D4; E6, E9; F3; 0 [Klassificerad av redaktionen]",V,?,,sten,,"fragment av gravhäll, gavelhäll",58.32697886,11.75350198
Ög 59 † ,Örberga kyrka,Örberga sn,Dals hd,Vadstena,,6479500.144,,,V,?,,sten,kalksten,gravhäll,58.41490474,11.74732555
Ög 60 † ,"""Järmstastenen""",?,Dals hd,Vadstena,,6479500.144,,,V,RAK?,,sten,,runsten,58.4149533,11.74923747
Ög 61  ,Flistads kyrkogård,Flistads sn,Gullbergs hd,Linköping,,6483684.148,,"A2; B2; C9, C10; D1; 0; F3; 0",V,RAK,,sten,,runsten,58.45251972,15.62156
Ög 62 $ ,Biskopsberga,Allhelgona sn,Göstrings hd,Mjölby,"Den bevarade delen finns i S:ta Ingrids kloster, Skänninge.",6478440.146,,"A1; B2; C1; D1; E3, E7; F3; 0",V,?,,sten,gråröd granit,runsten,58.40554527,15.56582
Ög 63  ,Vistena,Allhelgona sn,Göstrings hd,Mjölby,,6474962.146,,"A2; B2; C6, C7; D1; 0; F3; 0",V,RAK?,,sten,,runsten,58.37440609,15.56582
Ög 64 $ ,Bjälbo kyrka,Bjälbo sn,Göstrings hd,Mjölby,Rest på ena sidan om kyrkans huvudingång 1935.,6472382.145,,,V,RAK?,,sten,,runsten,58.3513191,15.56582
Ög 65 † ,Bjälbo kyrkogård,Bjälbo sn,Göstrings hd,Mjölby,,6472380.145,,,V,?,,sten,,runsten,58.35134945,15.56582
Ög 66 $ ,Bjälbo kyrkogård,Bjälbo sn,Göstrings hd,Mjölby,Rest 1935 på ena sidan av kyrkans huvudingång.,6472366.145,,A2; B2; C9; D1; 0; F3; 0,V,Fp,,sten,,runsten,58.35127218,15.56582
Ög 67  ,Ekeby kyrkogård,Ekeby sn,Göstrings hd,Boxholm,,6458981.146,,,V,RAK,,sten,röd granit,runsten,58.23129176,14.9647
Ög 68 $ ,Ekeby kyrka,Ekeby sn,Göstrings hd,Boxholm,Inflyttad i vapenhuset 1961.,6458947.146,,"A1; B2; C6, C7; D1; 0; F3; G4",V,RAK,,sten,rödaktig granit,runsten,58.23103484,14.9647
Ög 69 $ ,Ekeby kyrka,Ekeby sn,Göstrings hd,Boxholm,,6458982.146,,,V,RAK?,,sten,grå granit,fragment av runsten,58.23139666,14.9647
Ög 70 $ ,Ekeby kyrka,Ekeby sn,Göstrings hd,Boxholm,,6458980.146,,,V,RAK,,sten,gråröd granit,runsten,58.23142665,14.9647
Ög 71 †$ ,Dala ägor,Ekeby sn,Göstrings hd,Boxholm,,6459000.146,,,V,RAK,,sten,,runsten,58.2316539,14.9647
Ög 72 † ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,vapenhusets golv,6473183.145,,,V,?,,sten,kalksten,fragment av gravhäll,58.35888748,11.77735744
Ög 73 $ ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,,6473183.145,,,V,,,sten,kalksten,gravhäll,58.35893556,11.77926639
Ög 74 $ ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,,6473183.145,,,V,,,sten,kalksten,gravhäll,58.35898361,11.78117535
Ög 75 $ ,Hovs kyrkogård,Hovs sn,Göstrings hd,Vadstena,I vapenhuset.,6473183.145,,,V,,,sten,kalksten,gravhäll,58.35903163,11.78308431
Ög 76 † ,"Hov, skolhusgården",Hovs sn,Göstrings hd,Vadstena,,6473330.145,,,V,?,,sten,kalksten,fragment av gravhäll,58.36039784,11.78487333
Ög 77  ,Hovgården,Hovs sn,Göstrings hd,Vadstena,,6472647.145,,A5; B1; C10; D1; 0; F3; 0,V,?,Torkel (A),sten,,runsten,58.35432105,11.78733927
Ög 78 †$ ,Högby kyrka,Högby sn,Göstrings hd,Mjölby,,6471010.146,,,V,?,,sten,kalksten,fragment av gravhäll,58.33968925,15.56582
Ög 79 † ,Högby kyrka,Högby sn,Göstrings hd,Mjölby,,6471010.146,,,V,,,sten,kalksten,gravhäll,58.33973712,15.56582
Ög 80 † ,Högby kyrka,Högby sn,Göstrings hd,Mjölby,kyrktornet,6471010.146,,,V,,,sten,kalksten,gravhäll,58.33978497,15.56582
Ög 81 $ ,Högby gamla kyrka,Högby sn,Göstrings hd,Mjölby,Rest på gamla kyrkogården.,6471020.146,,"A5; B1; C6, C7; D1; 0; F3; 0",V s 900-t,Pr1,Torkel (S),sten,granit,runsten,58.33992246,15.56582
Ög 82  ,Högby kyrka,Högby sn,Göstrings hd,Mjölby,Vid prästgården.,6471010.146,,A1; B1; C10; D1; E9; F3; 0,V s 900-t,RAK,Torkel (S),sten,,runsten,58.33988057,15.56582
Ög 83 $ ,Högby kyrka,Högby sn,Göstrings hd,Mjölby,Vid prästgården.,6471010.146,,A2; B1; C10; D6; 0; F3; 0,V s 900-t,Pr1 - Pr2?,Torkel (A),sten,,runsten,58.33992833,15.56582
Ög 84 † ,Högby kyrkogårdsport,Högby sn,Göstrings hd,Mjölby,,6471010.146,,A1; B2; C10; D1; E9; F3; 0,V s 900-t,RAK,Torkel (A),sten,,runsten,58.33997606,15.56582
Ög 85 † ,Högby kyrkogårdsport,Högby sn,Göstrings hd,Mjölby,,6471010.146,,"A5; B1; C6, C7; D1; 0; F3; 0",V,RAK,,sten,,runsten,58.34002376,15.56582
Ög 86 † ,Högby kyrka,Högby sn,Göstrings hd,Mjölby,,6471010.146,,,V,Pr3?,,sten,kalksten,gravhäll,58.34007143,15.56582
Ög 87  ,Högby kyrka,Högby sn,Göstrings hd,Mjölby,Vid prästgården.,6471010.146,,"A1; B1; ?; D1; E6, E7, E8, E9; F3; 0",V,?,,sten,kalksten,gravhäll,58.34011908,15.56582
Ög 88  ,Axstad,Högby sn,Göstrings hd,Mjölby,,6469825.146,,,V,RAK,,sten,,runsten,58.32954002,15.56582
Ög 89  ,Skrukeby Holagård,Högby sn,Göstrings hd,Mjölby,Flyttad till Högby hembygdsgård 1947.,6468075.146,,A1; B2; C10; D1; 0; F3; 0,V,RAK,,sten,,runsten,58.31389411,15.56582
Ög 90  ,Skrukeby,Högby sn,Göstrings hd,Mjölby,,6468030.146,,,V,Pr2 - Pr3?,,sten,,fragment av runsten,58.31353807,15.56582
Ög 91 $ ,Järstads kyrkogård,Järstads sn,Göstrings hd,Mjölby,,6474435.146,,A1; B1?; C10; D1; 0; F3; 0,V,RAK,,sten,svartaktig granit,runsten,58.37102361,15.56582
Ög 92 † ,Väderstads kyrkogård,Väderstads sn,Göstrings hd,Mjölby,,6465388.145,,,V,RAK,,sten,,runsten,58.28994008,15.56582
Ög 93  ,Haddestad,Väderstads sn,Göstrings hd,Mjölby,,6465005.144,,,V,Fp,,sten,,runsten,58.28655277,15.56582
Ög 94 $ ,Harstads ödekyrkogård,Väderstads sn,Göstrings hd,Mjölby,,6465555.145,,"A2; B1; C6, C7; D1; 0; F3; 0",V,Pr1,,sten,rödaktig granit,runsten,58.29153244,15.56582
